"","time","record_id","date","lat","long"
"214",09:30:00,"2-15",2025-09-01,-6.250935,106.777447
"215",09:45:00,"2-15",2025-09-01,-6.250935,106.777447
"216",10:00:00,"2-15",2025-09-01,-6.250935,106.777447
"217",10:15:00,"2-15",2025-09-01,-6.250935,106.777447
"218",10:30:00,"2-15",2025-09-01,-6.250935,106.777447
"219",10:45:00,"2-15",2025-09-01,-6.250935,106.777447
"220",11:00:00,"2-15",2025-09-01,-6.25154326787367,106.777527720811
"221",11:15:00,"2-15",2025-09-01,-6.25139641663298,106.777508232053
"222",11:30:00,"2-15",2025-09-01,-6.25127386525486,106.777452079557
"223",13:00:00,"2-15",2025-09-01,-6.25047468122469,106.777854419642
"224",13:30:00,"2-15",2025-09-01,-6.25111628413709,106.778806951777
"225",13:45:00,"2-15",2025-09-01,-6.251183,106.778276
"226",15:45:00,"2-15",2025-09-01,-6.25119264697641,106.778640435167
"227",17:00:00,"2-15",2025-09-01,-6.25066871463955,106.778935808396
"228",17:15:00,"2-15",2025-09-01,-6.25047691439062,106.778247310647
"229",18:30:00,"2-15",2025-09-01,-6.25143865897877,106.779150915455
"230",18:45:00,"2-15",2025-09-01,-6.238637,106.763413
"231",19:00:00,"2-15",2025-09-01,-6.25153872739896,106.780035847274
"232",19:30:00,"2-15",2025-09-01,-6.25096206640553,106.778502025697
"233",05:30:00,"2-22",2025-09-03,-6.2462235410975,106.778326881266
"234",05:45:00,"2-22",2025-09-03,-6.2462553484881,106.778731301035
"235",06:00:00,"2-22",2025-09-03,-6.24673857597116,106.778294937611
"236",06:15:00,"2-22",2025-09-03,-6.2513382982035,106.77750051923
"237",06:30:00,"2-22",2025-09-03,-6.25135130810963,106.777502245752
"238",06:45:00,"2-22",2025-09-03,-6.25136422006583,106.777503959279
"239",07:15:00,"2-22",2025-09-03,-6.25141140117592,106.777510220644
"240",07:30:00,"2-22",2025-09-03,-6.25122827939942,106.77748591897
"241",07:45:00,"2-22",2025-09-03,-6.250935,106.777447
"242",08:00:00,"2-22",2025-09-03,-6.250935,106.777447
"243",08:15:00,"2-22",2025-09-03,-6.250935,106.777447
"244",08:30:00,"2-22",2025-09-03,-6.250935,106.777447
"245",08:45:00,"2-22",2025-09-03,-6.250935,106.777447
"246",09:00:00,"2-22",2025-09-02,-6.250924,106.778187
"247",09:15:00,"2-22",2025-09-02,-6.250436,106.777378
"248",09:30:00,"2-22",2025-09-02,-6.250935,106.777447
"249",09:45:00,"2-22",2025-09-02,-6.250935,106.777447
"250",10:00:00,"2-22",2025-09-02,-6.250935,106.777447
"251",10:15:00,"2-22",2025-09-02,-6.250935,106.777447
"252",10:30:00,"2-22",2025-09-02,-6.250935,106.777447
"253",10:45:00,"2-22",2025-09-02,-6.250935,106.777447
"254",11:00:00,"2-22",2025-09-02,-6.250935,106.777447
"255",11:15:00,"2-22",2025-09-02,-6.24584362361088,106.7787336395
"256",11:30:00,"2-22",2025-09-02,-6.25073457305408,106.777336700399
"257",11:45:00,"2-22",2025-09-02,-6.249850887837,106.777930586766
"258",12:00:00,"2-22",2025-09-02,-6.25013616457327,106.776736149541
